,B01,B02,B03,B04,B05,B06,B07,B08,B09,B10,B11,B12,B13,B14,B15,B16,B17,B18,B19,B20,B21,B22,B23,B24
MGG_05163,0,1,1,1,0,3,0,0,0,0,1,0,0,2,1,1,0,0,0,0,1,1,1,0
MGG_05164,0,163,1052,71,297,70,61,1176,0,22,415,490,510,4498,7173,703,0,17,1012,929,501,2941,7677,3080
MGG_05165,0,46,18,5,44,26,24,127,1,32,71,28,194,319,554,83,0,17,212,83,83,333,798,395
MGG_05167,0,42,52,24,74,54,28,13,0,22,16,17,110,52,104,33,0,15,22,17,94,27,61,84
MGG_05168,0,37,58,26,87,61,35,26,0,11,30,35,70,41,105,24,0,5,34,40,71,56,82,67
MGG_05169,2,97,41,54,149,98,43,21,0,21,26,22,82,31,98,33,0,32,19,31,94,49,64,69
MGG_05170,0,80,43,52,114,63,35,56,1,35,43,36,205,115,231,76,0,42,40,32,188,61,129,114
MGG_05171,2,121,40,61,137,81,82,11,0,71,30,22,74,23,81,22,0,52,35,25,83,31,44,41
MGG_05172,0,5,2,5,6,2,1,0,0,0,0,1,1,0,2,1,0,1,2,1,0,2,0,1
MGG_05173,0,66,46,41,72,43,33,18,0,27,10,18,74,51,69,30,0,26,16,14,73,23,48,46
MGG_05174,0,319,133,172,334,414,227,58,0,154,77,57,240,228,267,149,0,109,48,31,196,83,134,71
MGG_05175,0,48,11,16,161,46,23,20,0,39,13,12,128,98,176,23,0,15,13,15,123,51,107,62
MGG_05176,0,299,115,106,359,293,201,124,1,161,66,60,330,680,995,185,0,112,102,98,253,333,742,372
MGG_05177,0,40,9,11,67,50,38,6,0,18,11,5,18,76,85,8,0,10,7,7,25,63,74,38
MGG_05178,0,30,29,16,49,40,25,10,0,12,11,12,35,15,54,21,0,7,11,16,32,27,51,49
MGG_05179,0,66,101,32,56,35,23,58,0,21,36,56,38,72,206,44,0,7,115,64,82,124,335,138
MGG_05180,0,66,50,32,99,104,35,26,1,35,20,12,98,125,172,68,0,29,15,26,78,30,93,63
MGG_05181,0,159,31,44,5,14,24,2,0,23,9,6,0,5,4,2,0,16,4,4,3,3,3,11
MGG_05184,0,44,16,8,33,41,35,10,0,20,10,8,28,13,44,9,0,21,8,8,23,16,30,37
MGG_05185,0,19,66,27,62,33,21,38,0,15,27,37,26,171,234,26,0,9,46,55,43,90,265,151
MGG_05186,2,753,39,193,99,145,138,249,0,280,54,24,63,196,1518,256,1,293,12,31,93,74,361,112
MGG_05187,1,82,34,40,106,61,26,10,0,30,17,14,100,53,73,27,0,17,7,8,75,48,70,37
MGG_05188,0,148,76,88,196,99,70,38,0,52,41,32,247,32,155,71,0,51,32,54,204,64,125,120
MGG_05189,0,178,88,70,110,86,64,44,0,51,40,39,110,68,137,47,0,64,55,50,97,33,89,79
MGG_05190,0,1044,216,291,196,515,368,108,1,382,128,125,168,196,359,172,0,319,101,139,168,163,268,210
MGG_05192,0,2,0,1,0,0,2,0,0,1,0,1,0,0,1,1,0,0,2,1,0,0,0,1
MGG_05193,0,535,296,426,716,519,315,456,2,233,192,260,587,718,2018,362,0,180,287,255,639,598,1157,1215
MGG_05194,0,120,93,100,203,109,53,39,0,45,53,69,202,45,142,56,0,38,45,42,183,37,86,103
MGG_05196,0,33,31,45,111,47,28,13,0,10,18,21,59,41,82,15,0,20,11,22,44,44,61,56
MGG_05197,0,127,74,62,144,76,50,48,0,51,30,44,182,74,156,40,0,60,52,45,160,55,103,127
MGG_05198,1,33,56,38,81,61,36,34,0,15,36,34,59,161,158,70,0,10,47,35,64,75,138,54
MGG_05199,0,154,120,103,257,321,141,77,0,69,55,72,242,256,350,122,0,58,57,55,177,101,171,141
MGG_05201,1,286,79,151,330,188,123,92,0,101,84,77,316,104,302,90,0,95,69,66,266,85,148,168
MGG_05202,0,325,106,132,233,225,125,37,0,141,60,69,117,87,209,68,0,93,42,49,124,83,101,82
MGG_05203,6,424,316,343,909,690,420,154,2,194,125,118,939,267,887,194,0,112,100,81,782,270,402,523
MGG_05204,0,196,135,99,303,238,99,66,0,78,91,90,321,372,381,71,0,65,125,94,247,184,331,173
MGG_05206,0,293,57,98,183,174,87,75,1,82,40,32,184,190,295,83,0,120,32,25,112,80,145,104
MGG_05207,0,170,69,79,330,263,130,102,0,59,64,46,249,273,871,147,0,70,61,62,256,227,422,319
MGG_05208,0,183,126,132,278,143,72,99,0,72,74,94,232,362,526,106,1,50,100,71,206,222,343,225
MGG_05209,0,122,33,54,153,111,79,95,0,44,33,36,105,198,406,97,0,51,43,38,113,128,294,200
MGG_05210,0,103,67,67,179,97,119,65,1,42,47,43,267,398,423,82,0,26,65,50,219,134,276,179
MGG_05211,0,228,68,163,318,189,130,133,0,58,69,80,277,824,855,194,0,101,60,84,187,232,450,251
MGG_05212,1,61,14,28,66,53,38,15,0,20,19,14,60,17,61,18,0,26,11,15,53,17,24,36
MGG_05213,0,52,14,34,68,41,28,11,0,21,22,17,56,40,83,23,0,17,17,12,56,24,39,35
MGG_05214,0,19,3,1,1,1,0,0,0,4,0,1,0,0,0,0,0,12,3,0,0,0,0,1
MGG_05215,0,1,0,1,5,1,1,0,0,2,0,0,1,6,11,1,0,0,0,0,2,1,3,6
MGG_05216,0,106,17,25,123,126,68,26,1,46,25,21,87,132,235,43,0,60,26,25,79,97,197,99
MGG_05217,1,84,32,49,127,130,87,58,0,36,24,24,109,259,248,99,0,35,27,37,104,130,160,132
MGG_05218,0,308,103,98,188,175,85,28,1,167,51,36,131,58,104,49,0,130,47,41,111,21,48,42
MGG_05220,2,643,172,256,378,481,315,117,0,288,105,114,259,242,564,177,0,223,133,105,264,135,242,208
MGG_05222,0,390,50,83,242,506,372,87,0,211,40,30,90,29,254,90,0,182,35,41,137,56,74,71
MGG_05223,0,49,68,51,187,104,44,24,0,14,27,26,149,17,154,40,0,11,21,29,144,54,100,112
MGG_05224,0,65,9,37,108,99,36,12,0,22,17,12,90,21,70,22,0,23,11,13,80,20,45,25
MGG_05225,0,37,35,65,284,150,92,46,0,17,7,12,411,56,89,68,0,9,8,18,231,37,76,129
MGG_05228,0,26,49,23,130,52,52,155,1,2,30,19,82,506,1041,158,0,3,49,36,112,337,668,417
MGG_05229,0,81,50,56,98,75,51,53,0,36,28,24,120,113,275,55,0,23,27,32,114,84,133,113
MGG_05230,0,25,0,7,24,111,37,3,0,7,2,3,9,1,15,6,0,17,3,2,6,3,5,7
MGG_05231,0,91,36,50,188,260,76,21,0,44,33,24,144,101,287,71,0,28,8,14,87,47,124,110
MGG_05232,0,119,74,30,9,123,70,16,0,23,45,58,64,3,29,22,0,23,53,57,75,37,48,36
MGG_05233,0,127,30,52,59,75,47,14,0,50,19,28,57,13,31,38,0,51,21,21,48,14,31,25
MGG_05234,0,5,5,7,21,18,3,3,0,1,7,4,13,45,76,18,0,2,4,6,11,31,44,15
MGG_05235,0,2,338,100,125,122,110,54,0,7,181,136,38,20,99,74,0,3,159,109,30,6,45,36
MGG_05236,0,22,45,14,36,25,26,13,0,6,14,14,33,104,53,19,0,8,26,12,26,16,42,26
MGG_05237,1,362,244,353,1049,573,360,235,2,156,141,132,1906,1021,1509,214,0,108,97,121,1262,423,1122,1136
MGG_05238,0,194,93,176,412,274,161,85,0,75,56,45,697,310,663,108,0,51,38,51,529,171,283,343
MGG_05239,0,73,62,45,92,169,85,19,0,24,48,50,47,84,167,40,0,23,64,58,67,101,98,57
MGG_05240,0,47,11,75,123,124,95,22,0,6,3,18,163,67,65,43,0,1,7,13,112,26,50,30
MGG_05244,0,213,65,135,319,225,132,96,0,76,73,60,238,290,658,143,0,97,62,54,236,180,374,266
MGG_05246,0,382,32,60,74,79,55,13,0,122,26,15,33,2,32,27,0,147,25,34,14,13,15,41
MGG_05247,1,807,149,358,1694,986,633,140,0,542,138,123,476,341,1314,211,0,453,117,173,416,1001,824,682
MGG_05248,3,641,504,632,1860,1020,588,503,1,303,225,214,3215,1504,3175,577,0,202,179,179,2298,748,1599,1531
MGG_05249,0,58,21,41,114,89,60,41,0,21,20,15,124,110,156,45,0,23,5,11,87,59,123,102
MGG_05250,1,189,734,129,430,117,77,1173,1,21,991,946,1339,4992,9674,582,0,34,2930,1897,1148,4562,10621,5801
MGG_05252,0,76,10,28,75,76,29,8,0,18,10,16,55,32,110,28,0,14,6,6,50,31,41,80
MGG_05253,0,36,14,12,22,19,17,11,0,10,5,7,23,5,21,18,0,8,7,10,10,3,13,12
MGG_05254,0,17,0,5,15,11,7,6,0,5,2,3,12,22,25,5,0,1,1,1,14,14,17,8
MGG_05255,0,21,3,13,31,26,20,1,0,10,4,5,16,20,20,9,0,8,6,6,6,5,4,3
MGG_05256,0,32,10,27,56,49,31,12,0,7,12,6,48,28,69,31,0,11,15,13,46,46,43,55
MGG_05257,0,503,211,201,403,484,375,152,1,236,148,115,243,201,581,174,0,210,131,124,179,161,293,222
MGG_05258,0,69,44,47,116,94,58,47,0,42,38,41,128,130,161,56,0,43,28,22,141,39,102,109
MGG_05259,0,192,102,106,235,146,112,108,0,82,58,52,141,318,587,125,0,59,80,61,168,255,425,254
MGG_05260,0,78,85,96,138,119,63,77,0,45,49,40,224,248,330,63,0,34,37,21,124,68,147,90
MGG_05261,0,204,66,75,237,167,122,57,0,121,37,37,232,293,267,105,0,62,39,39,197,172,370,194
MGG_05262,0,264,25,101,127,95,65,44,1,52,36,35,81,76,214,59,0,117,45,40,103,83,137,149
MGG_05263,0,90,36,57,99,70,49,22,0,21,33,32,97,48,87,14,0,11,40,39,79,39,71,52
MGG_05264,0,210,112,159,316,254,148,89,2,101,77,73,493,391,579,109,0,75,65,69,390,121,265,237
MGG_05265,0,62,23,51,196,141,70,38,0,20,25,20,94,45,159,58,0,19,15,15,114,57,100,76
MGG_05266,3,195,145,213,411,322,255,72,0,107,54,70,675,354,556,125,0,61,57,45,589,154,370,289
MGG_05267,0,35,1,8,31,26,17,5,0,9,8,1,13,4,31,7,0,15,3,4,9,7,12,24
MGG_05268,0,562,154,160,315,301,212,67,1,221,90,123,220,110,302,118,0,174,86,75,219,118,160,135
MGG_05269,0,39,16,19,54,28,12,14,0,18,12,16,32,41,80,10,0,11,15,10,38,14,30,32
MGG_05270,0,85,11,24,172,85,36,15,0,104,6,7,196,29,96,29,0,31,3,7,156,19,38,41
MGG_05271,0,26,16,16,73,42,18,11,0,11,14,17,67,58,122,13,0,13,10,13,45,48,108,52
MGG_05272,0,80,18,28,123,50,25,12,0,21,7,7,131,17,40,17,0,36,11,9,117,18,38,46
MGG_05273,0,62,29,25,76,63,26,16,0,27,25,18,39,35,85,21,0,20,14,24,40,27,52,56
MGG_05274,0,42,28,30,69,44,26,10,0,22,17,6,57,14,67,18,0,11,15,15,67,17,25,40
MGG_05275,0,16,9,12,32,14,15,3,0,8,14,7,22,19,27,9,0,4,11,3,30,9,17,9
MGG_05276,1,28,37,43,81,64,41,9,0,8,22,21,95,63,58,21,0,14,13,19,64,20,59,33
MGG_05277,0,3,1,1,5,3,4,1,0,1,5,6,5,1,2,1,0,3,3,3,5,2,0,7
MGG_05278,0,5,2,1,12,11,5,1,0,1,3,2,4,4,19,2,0,1,1,4,6,2,7,10
MGG_05279,0,27,29,43,128,127,88,23,0,8,13,12,135,66,164,102,0,14,9,12,111,45,73,71
MGG_05280,1,1049,573,503,745,746,457,159,1,376,355,296,655,216,612,233,0,357,334,306,588,192,331,277
MGG_05281,0,37,77,72,113,98,69,24,0,19,34,34,83,39,103,56,0,23,32,27,83,28,63,61
MGG_05282,0,97,100,87,187,94,47,32,1,51,57,39,211,178,190,43,0,23,34,40,177,64,128,94
MGG_05283,1,90,35,38,211,152,82,23,0,43,16,23,149,27,216,58,0,43,22,31,118,88,176,288
MGG_05284,0,196,53,58,163,202,103,29,1,93,31,35,125,85,175,65,0,70,25,42,127,60,100,86
MGG_05287,3,3532,762,979,436,857,493,194,0,1167,464,348,539,308,515,305,1,1169,419,378,434,186,405,492
MGG_05288,0,23,32,12,43,23,16,32,0,7,19,18,25,78,74,21,0,8,32,20,21,30,78,47
MGG_05291,0,51,30,37,124,54,29,11,0,20,19,12,52,30,49,27,0,9,16,12,51,29,21,20
MGG_05292,0,128,17,45,200,102,72,37,0,32,18,8,178,23,136,24,0,40,7,7,128,60,63,112
MGG_05293,0,6,5,1,1,1,1,0,0,1,1,0,1,0,5,0,0,2,0,1,1,0,1,3
MGG_05294,0,123,51,48,110,132,81,29,0,77,19,31,66,31,63,27,0,53,21,15,60,25,43,36
MGG_05295,0,192,68,105,261,188,125,58,0,133,45,31,241,164,287,64,3,82,37,36,181,91,146,141
MGG_05296,1,245,200,298,878,482,259,180,2,144,82,101,1319,646,1178,212,0,69,79,87,1088,352,809,787
MGG_05297,0,30,57,42,73,53,26,62,0,23,49,31,61,92,162,53,0,9,39,42,52,58,71,66
MGG_05298,0,90,21,32,101,86,48,27,0,49,30,27,73,88,156,38,0,47,28,18,72,56,83,72
MGG_05299,0,248,26,28,100,71,47,37,0,84,32,16,85,85,199,37,0,86,40,43,151,87,140,129
MGG_05300,0,13,3,4,22,8,4,4,0,8,4,3,12,6,14,9,0,3,0,6,14,6,10,15
MGG_05301,0,12,8,5,35,33,4,6,0,7,9,3,28,4,9,5,0,6,1,3,13,5,10,14
MGG_05302,0,18,9,7,310,97,84,17,0,4,4,1,36,6,75,20,0,3,1,1,25,18,20,24
MGG_05303,0,48,44,45,100,45,32,23,0,17,23,20,78,39,80,25,0,28,29,12,63,25,47,43
MGG_05306,0,336,132,130,499,524,340,63,1,211,92,77,250,557,407,122,0,139,61,70,186,208,293,71
MGG_05307,0,306,204,269,859,530,394,173,0,180,84,148,1187,477,1105,202,0,91,106,110,1059,299,677,529
MGG_05308,0,1,0,0,1,7,2,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0
MGG_05309,0,96,56,71,101,87,57,22,0,25,32,29,74,47,102,45,0,29,44,39,78,29,81,64
MGG_05310,0,52,16,37,50,94,37,12,0,20,13,17,70,18,35,16,0,20,10,13,38,11,27,32
MGG_05314,0,28,14,18,50,19,17,11,0,7,8,9,41,4,47,11,0,8,9,9,36,16,30,37
MGG_05315,0,138,40,92,192,109,82,41,0,49,27,19,146,77,203,44,0,55,20,30,125,87,97,108
MGG_05316,0,0,2,7,4,3,0,0,0,1,1,2,1,2,3,2,0,3,1,4,3,2,0,3
MGG_05317,0,66,115,68,656,199,98,90,0,33,52,49,265,786,1209,139,0,13,53,63,321,419,717,403
MGG_05318,0,256,48,101,122,128,74,33,1,99,41,55,122,61,120,83,0,122,38,41,119,35,46,59
MGG_05319,0,356,235,299,641,444,242,222,0,156,156,134,467,522,776,291,0,112,117,95,415,228,271,335
MGG_05320,2,483,276,554,510,397,213,125,1,229,148,251,662,223,470,139,0,211,156,159,424,137,276,268
MGG_05321,1,221,181,174,332,226,142,49,0,98,104,100,307,216,243,92,0,66,67,70,242,82,113,120
MGG_05322,0,18,9,20,34,32,25,7,0,7,7,9,41,67,58,12,0,6,6,6,35,12,20,22
MGG_05323,0,125,28,38,78,101,60,15,0,54,13,19,40,75,126,31,0,56,18,19,58,25,67,71
MGG_05324,1,46,32,34,36,39,20,9,0,16,18,12,40,41,50,9,0,11,12,14,26,9,22,36
MGG_05325,0,35,20,24,69,61,17,10,0,14,9,6,70,22,54,13,0,20,8,10,77,29,48,60
MGG_05326,1,153,35,88,119,92,58,32,0,29,40,51,96,147,200,47,0,57,28,38,83,60,175,132
MGG_05327,0,298,32,95,9,22,8,8,0,94,26,9,9,0,3,12,0,83,5,8,8,4,4,24
MGG_05328,0,108,40,52,86,57,54,12,0,58,18,20,73,15,51,27,0,43,22,22,44,19,37,45
MGG_05329,0,58,31,34,93,91,52,8,0,25,6,23,60,22,48,22,0,24,16,14,71,22,35,39
