,A25,A26,A27,A28,A29,A30,A31,A32,A33,A34,A35,A36,A37,A38,A39,A40,A41,A42,A43,A44,A45,A46,A47,A48
MGG_00348,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9,1,32,36,5,140,66,40
MGG_00349,0,0,0,0,0,0,0,0,0,2,0,1,2,3,1,7,41,2,147,93,24,396,336,233
MGG_00350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,4,1,42,22,18
MGG_00351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,30,6,6
MGG_00352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,24,55,11,114,31,28
MGG_00354,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,14,0,77,66,22,297,127,75
MGG_00355,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,8,0,17,14,3,81,41,27
MGG_00356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,21,28,5,191,96,51
MGG_00357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,16,1,6
MGG_00359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,10,3,29,15,12
MGG_00360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,12,1,43,25,7
MGG_00361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,26,63,9,212,94,37
MGG_00362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,13,2,27,9,3
MGG_00363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,13,11,4,61,21,20
MGG_00364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,12,1,32,51,15
MGG_00365,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,3,18,2,65,154,21,546,262,154
MGG_00366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,57,24,8
MGG_00367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1,0,0
MGG_00369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,20,30,4,45,25,16
MGG_00370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,0,19,25,4,60,20,13
MGG_00371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,24,41,11,166,72,26
MGG_00373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,35,65,19,199,100,59
MGG_00374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
MGG_00375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3,0
MGG_00378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,8,1,7,5,2
MGG_00379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0
MGG_00380,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,5,0,4,7,1,6,0,3
MGG_00382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,12,0,50,13,5
MGG_00383,0,0,0,0,2,0,0,0,4,6,0,1,0,4,0,8,39,3,217,362,48,747,594,195
MGG_00384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,14,13,14,46,20,8
MGG_00385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13,7,4,106,77,105
MGG_00387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,29,9,7
MGG_00388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2,1,22,10,3
MGG_00389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGG_00390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGG_00391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,14,5,2
MGG_00392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,20,41,5,57,25,14
MGG_00393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,4,6,56,22,13
MGG_00394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
MGG_00395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,19,0,2
MGG_00396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,19,28,11,270,161,63
MGG_00397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,9,21,1,77,44,20
MGG_00398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGG_00399,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,9,2,12,8,2
MGG_00400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,2,0
MGG_00401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
MGG_00402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGG_00406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,26,26,2,101,57,25
MGG_00407,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,3,11,0,24,75,7,297,130,63
MGG_00408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,30,20,5,147,93,49
MGG_00409,0,0,0,1,0,0,0,1,0,0,1,0,0,3,0,2,19,1,20,47,3,192,104,61
MGG_00410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGG_00411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,2,29,12,3
MGG_00413,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,36,2,107,88,21,473,301,133
MGG_00415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGG_00416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
MGG_00417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,7,1,0
MGG_00418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGG_00419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
MGG_00420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGG_00421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGG_00422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGG_00423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
MGG_00426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
MGG_00427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0
MGG_00428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,2,0
MGG_00429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
MGG_00431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,13,30,4,150,73,51
MGG_00432,0,1,4,0,3,2,1,3,0,0,0,4,3,0,0,1,17,0,68,62,26,1987,853,696
MGG_00433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1
MGG_00435,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,3,0,1
MGG_00436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,11,2,21,7,8
MGG_00438,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,11,7,2,235,125,61
MGG_00439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,5,4
MGG_00440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,7,2,2
MGG_00441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,1,2
MGG_00443,0,0,1,0,0,0,0,0,0,0,1,0,0,4,0,1,0,0,54,38,3,2389,2102,846
MGG_00444,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,13,9,1,203,92,36
MGG_00445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,6,4,1
MGG_00446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,33,47,13,123,63,26
MGG_00447,0,0,0,0,2,0,0,0,0,0,0,0,0,5,0,9,9,0,54,60,15,999,528,337
MGG_00448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,3,1,1,31,32,8
MGG_00449,0,0,0,0,1,0,0,0,0,0,0,2,0,7,0,0,38,1,115,162,38,1134,670,334
MGG_00450,0,0,0,0,0,0,2,1,0,1,0,1,2,3,0,0,1,0,57,32,16,839,518,582
MGG_00451,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,1,0,12,5,1,61,34,13
MGG_00454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,19,47,13,177,80,29
MGG_00455,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,5,0,24,33,9,273,179,89
MGG_00456,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,1,0,1,18,34,11,229,107,45
MGG_00457,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,12,25,1,50,14,10
MGG_00458,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,12,19,5,60,47,20
MGG_00459,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,3,0,15,35,15,42,33,37
MGG_00460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,19,9,4,31,21,12
MGG_00461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,3,0,0
MGG_00464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,1,11,12,7,43,13,16
MGG_00466,0,0,0,1,1,1,3,0,0,1,0,0,1,0,0,4,18,1,40,63,19,364,156,75
MGG_00467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,8,0,24,7,3
MGG_00468,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,1,17,23,6,95,39,26
MGG_00469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,12,13,4,66,44,24
MGG_00470,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,2,1
MGG_00471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,14,37,4,166,74,43
MGG_00472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,38,66,11,207,82,32
MGG_00473,0,0,2,1,0,0,1,0,0,1,0,0,0,1,0,2,20,1,75,79,26,503,224,107
MGG_00475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,10,10,6,65,29,18
MGG_00476,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,21,2,20,31,15,133,96,47
MGG_00477,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,7,7,4,34,11,6
MGG_00478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,2,0,11,4,10
MGG_00479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,19,21,12,36,16,8
MGG_00480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,15,9,1,52,28,21
MGG_00481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,30,25,5,129,62,53
MGG_00482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,11,13,2,68,69,31
MGG_00485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,2,19,7,7
MGG_00486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9,1,2
MGG_00487,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,16,20,6,64,37,20
MGG_00488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,41,55,4,121,77,57
MGG_00489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,1,30,13,11
MGG_00490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,23,17,3,143,28,14
MGG_00491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,1,44,61,11,137,74,30
MGG_00492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9,15,4,63,8,9
MGG_00494,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,21,0,65,152,22,260,44,49
MGG_00495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,2,4,8,2,2
MGG_00496,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0,19,13,5,46,30,22
MGG_00497,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,1,18,5,5,26,8,12
MGG_00499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,1,2,1,2
MGG_00500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,13,17,9
MGG_00501,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,2,19,0,69,93,18,693,384,195
MGG_00503,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,12,11,3,144,99,72
MGG_00504,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,4,5,0,19,36,10,270,138,87
MGG_00505,0,0,3,0,1,0,1,1,0,0,0,0,0,0,0,20,52,0,230,254,73,2486,2325,1552
MGG_00506,0,1,1,0,0,1,1,4,2,0,0,0,0,3,1,1,11,1,60,168,17,420,200,65
MGG_00509,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,2,6,0,31,96,16,229,97,54
MGG_00510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGG_00511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0
MGG_00512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
MGG_00513,0,0,0,2,1,1,1,0,3,1,0,2,2,0,0,0,0,0,0,4,1,251,68,58
MGG_00514,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,17,4,50,54,18,307,122,72
MGG_00517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,18,17,5,21,8,10
MGG_00518,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8,1,52,45,9,80,66,34
MGG_00519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,25,21,1,57,32,22
MGG_00520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,7,2,1,24,16,7
MGG_00521,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,4,0,10,26,2,68,25,16
MGG_00522,0,0,0,0,1,0,0,0,1,0,0,0,4,0,0,1,6,0,30,35,10,296,147,62
MGG_00523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,6,36,13,1
MGG_00527,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,16,53,4,90,205,25,498,453,236
MGG_00528,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,9,6,2,63,46,16
MGG_00529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,18,39,8,77,39,16
MGG_00530,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,16,33,7,334,135,91
MGG_00531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,4,0
MGG_00532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16,12,1,98,35,16
MGG_00534,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,15,8,3,67,51,22
MGG_00535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,19,17,1,83,22,13
MGG_00537,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,14,0,53,43,20,128,94,22
MGG_00538,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,19,12,5,81,30,23
MGG_00539,0,0,1,0,0,1,0,0,0,0,0,0,2,2,2,15,91,5,234,445,81,1207,834,321
MGG_00540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,2,27,51,8,160,53,28
MGG_00541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,1,55,15,18
MGG_00542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,0,1
MGG_00543,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,14,26,6,38,25,13
MGG_00544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,12,7,47,27,9
MGG_00545,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,10,2,3
MGG_00546,0,0,0,0,1,0,0,0,0,1,2,0,6,2,2,3,108,6,296,344,98,1104,916,333
MGG_00547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,7,3,42,14,10
MGG_00548,0,0,0,0,1,2,2,0,1,0,1,3,0,0,0,0,11,2,29,51,3,129,71,39
MGG_00549,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,2,5,0,5,8,3,46,25,11
MGG_00552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,14,1,43,50,10,46,13,9
MGG_00554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
MGG_00555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,13,5,46,16,9
MGG_00556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,9,2,0
MGG_00559,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,8,4,0,33,12,4
MGG_00560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16,0,18,41,3,121,45,19
MGG_00561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1
MGG_00562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,5,0,31,16,18
MGG_00563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0
MGG_00564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,22,2,5
MGG_00565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,9,4,3
MGG_00566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
MGG_00567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,42,68,17,246,43,25
MGG_00569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,19,10,2,57,18,15
MGG_00570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,32,12,8
MGG_00571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,5,2,39,21,5
MGG_00572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,1,25,15,8
MGG_00573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,4
MGG_00574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,25,12,10
MGG_00575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,1,47,29,18
MGG_00576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,2,0,0
MGG_00577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,73,50,27
MGG_00578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,31,22,15
MGG_00579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0
MGG_00580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGG_00581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGG_00583,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,4,2,3,47,18,19
MGG_00585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGG_00587,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,72,86,14,542,200,39
MGG_00588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,16,13,1,34,39,12
MGG_00589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,4,0,8,16,6
MGG_00590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10,0,16,25,7,73,41,17
MGG_00591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,2,2,0
MGG_00592,0,1,2,0,2,6,0,3,1,0,2,0,2,8,2,18,208,3,285,858,124,1613,599,301
MGG_00593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
MGG_00594,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,10,1,42,58,12,197,81,46
MGG_00595,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,6,0,11,15,6,58,24,21
MGG_00596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,12,1,0,9,2,1
MGG_00597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,1,51,34,10,105,49,24
MGG_00598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,4
MGG_00599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGG_00600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4,4,54,47,17
MGG_00601,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,6,0,17,14,8,94,14,13
MGG_00602,0,0,3,1,0,0,0,0,1,0,0,0,6,3,0,6,95,2,441,376,125,1898,419,351
MGG_00604,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,36,0,177,199,13,395,298,149
MGG_00606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,5,0,14,0,4
MGG_00607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,10,13,1,29,4,4
MGG_00610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGG_00611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,1
MGG_00612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,14,4,3,26,18,10
MGG_00613,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,6,0,40,24,3,77,31,17
MGG_00614,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,5,26,1,16,34,15,21,3,7
MGG_00617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,2,36,43,18,155,51,43
MGG_00618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,33,3,11
MGG_00619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,3
MGG_00620,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,8,7,2,123,39,53
MGG_00621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,3,66,41,24
MGG_00622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,14,3,2,94,17,10
MGG_00623,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,1,38,13,9
MGG_00625,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0,15,8,14
MGG_00627,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,13,2,6,18,5,8,2,3
MGG_00628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGG_00629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGG_00630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,1,15,5,5
MGG_00631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1,105,134,14,450,143,102
MGG_00632,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,9,0,13,52,3,155,72,45
MGG_00633,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,13,1,7,20,2,80,17,11
MGG_00634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,2,38,60,15,325,126,26
MGG_00635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,7,5,0,64,11,4
MGG_00636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,7,1,33,12,6
MGG_00637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGG_00638,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,5,1,38,13,10
MGG_00645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,18,9,7
MGG_00646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,8,0,17,9,4
MGG_00647,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,17,2,85,95,17,553,284,146
MGG_00648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,16,18,1,31,20,4
MGG_00649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,2,90,43,14
MGG_00650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,2,11,6,1
MGG_00651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
MGG_00652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,0,46,10,10
MGG_00653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
MGG_00654,0,0,0,1,0,1,0,0,4,0,0,0,0,1,0,0,3,0,16,35,5,84,37,18
MGG_00655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,7,7,2,52,23,15
MGG_00656,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,8,10,2,17,8,5
MGG_00659,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,33,1,4
MGG_00660,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,4,0,14,18,6,163,35,39
MGG_00663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
MGG_00664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,11,4,2
MGG_00665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,21,16,6,51,20,13
MGG_00666,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,2,8,0,44,23,6,123,73,49
